Base License Number,Wave Number,Base Name,DBA,Years,Week Number,Pickup Start Date,Pickup End Date,Total Dispatched Trips,Unique Dispatched Vehicle
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,17,4/17/2016,4/23/2016,1028,23
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,50,12/4/2016,12/10/2016,60229,1261
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,50,12/4/2016,12/10/2016,65040,1324
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,28,7/3/2016,7/9/2016,3808,84
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,21,5/15/2016,5/21/2016,9558,208
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,41,10/2/2016,10/8/2016,11537,294
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,25,6/12/2016,6/18/2016,303586,7559
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,46,11/6/2016,11/12/2016,59323,1341
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,38,9/11/2016,9/17/2016,2647,63
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,26,6/19/2016,6/25/2016,12397,309
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,15,4/3/2016,4/9/2016,2587,49
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,49,11/27/2016,12/3/2016,12038,300
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,16,4/10/2016,4/16/2016,2212,41
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,20,5/8/2016,5/14/2016,615,18
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,6,1/31/2016,2/6/2016,8801,239
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,39,9/18/2016,9/24/2016,26143,601
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,7,2/7/2016,2/13/2016,1545,29
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,15,4/3/2016,4/9/2016,6945,153
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,26,6/19/2016,6/25/2016,11723,271
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,12,3/13/2016,3/19/2016,82751,1697
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,13,3/20/2016,3/26/2016,2111,42
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,48,11/20/2016,11/26/2016,48360,1251
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,43,10/16/2016,10/22/2016,12828,292
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,18,4/24/2016,4/30/2016,60876,1457
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,10,2/28/2016,3/5/2016,67196,1575
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,5,1/24/2016,1/30/2016,2996,67
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,4,1/17/2016,1/23/2016,3094,76
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,45,10/30/2016,11/5/2016,6678,140
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,51,12/11/2016,12/17/2016,175555,3351
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,23,5/29/2016,6/4/2016,11306,586
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,14,3/27/2016,4/2/2016,1120,21
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,51,12/11/2016,12/17/2016,77559,1449
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,8,2/14/2016,2/20/2016,25092,520
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,19,5/1/2016,5/7/2016,1354,29
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,19,5/1/2016,5/7/2016,8270,183
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,1,1/1/2016,1/2/2016,520,29
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,14,3/27/2016,4/2/2016,22201,503
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,44,10/23/2016,10/29/2016,139649,3073
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,29,7/10/2016,7/16/2016,248486,5236
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,9,2/21/2016,2/27/2016,23854,517
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,25,6/12/2016,6/18/2016,1526,43
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,13,3/20/2016,3/26/2016,6853,197
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,43,10/16/2016,10/22/2016,3854,84
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,6,1/31/2016,2/6/2016,3313,67
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,10,2/28/2016,3/5/2016,3253,69
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,35,8/21/2016,8/27/2016,70851,1712
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,29,7/10/2016,7/16/2016,1900,43
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,41,10/2/2016,10/8/2016,74077,1747
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,32,7/31/2016,8/6/2016,57927,1360
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,44,10/23/2016,10/29/2016,19504,406
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,53,12/25/2016,12/31/2016,30772,676
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,16,4/10/2016,4/16/2016,10753,250
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,15,4/3/2016,4/9/2016,10804,255
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,44,10/23/2016,10/29/2016,15486,323
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,40,9/25/2016,10/1/2016,11586,220
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,13,3/20/2016,3/26/2016,6139,129
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,46,11/6/2016,11/12/2016,23029,494
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,48,11/20/2016,11/26/2016,61201,2287
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,19,5/1/2016,5/7/2016,295706,5844
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,34,8/14/2016,8/20/2016,19129,451
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,49,11/27/2016,12/3/2016,16846,349
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,47,11/13/2016,11/19/2016,60436,2343
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,51,12/11/2016,12/17/2016,67200,2261
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,2,1/3/2016,1/9/2016,3739,122
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,7,2/7/2016,2/13/2016,294441,6121
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,32,7/31/2016,8/6/2016,58150,1337
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,2,1/3/2016,1/9/2016,1892,56
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,3,1/10/2016,1/16/2016,118118,2835
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,20,5/8/2016,5/14/2016,1771,39
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,32,7/31/2016,8/6/2016,232712,5066
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,17,4/17/2016,4/23/2016,117501,2487
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,32,7/31/2016,8/6/2016,101534,2261
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,16,4/10/2016,4/16/2016,314085,7494
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,52,12/18/2016,12/24/2016,55708,2116
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,40,9/25/2016,10/1/2016,116402,2603
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,24,6/5/2016,6/11/2016,135516,3014
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,42,10/9/2016,10/15/2016,21577,509
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,8,2/14/2016,2/20/2016,72803,1594
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,52,12/18/2016,12/24/2016,31672,701
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,4,1/17/2016,1/23/2016,8541,242
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,30,7/17/2016,7/23/2016,87977,1965
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,36,8/28/2016,9/3/2016,5069,90
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,13,3/20/2016,3/26/2016,80060,1688
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,36,8/28/2016,9/3/2016,104699,2364
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,11,3/6/2016,3/12/2016,65121,1664
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,35,8/21/2016,8/27/2016,2118,48
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,23,5/29/2016,6/4/2016,8347,226
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,42,10/9/2016,10/15/2016,2486,46
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,27,6/26/2016,7/2/2016,3311,75
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,20,5/8/2016,5/14/2016,2248,52
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,14,3/27/2016,4/2/2016,2151,44
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,38,9/11/2016,9/17/2016,14616,324
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,38,9/11/2016,9/17/2016,61743,1378
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,45,10/30/2016,11/5/2016,116396,2453
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,5,1/24/2016,1/30/2016,1343,28
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,1,1/1/2016,1/2/2016,68697,4964
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,21,5/15/2016,5/21/2016,10123,219
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,29,7/10/2016,7/16/2016,5351,99
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,51,12/11/2016,12/17/2016,67355,1306
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,51,12/11/2016,12/17/2016,20802,399
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,38,9/11/2016,9/17/2016,17998,422
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,21,5/15/2016,5/21/2016,22811,495
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,2,1/3/2016,1/9/2016,2570,63
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,9,2/21/2016,2/27/2016,85563,1727
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,7,2/7/2016,2/13/2016,1416,29
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,46,11/6/2016,11/12/2016,28370,508
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,20,5/8/2016,5/14/2016,79474,1666
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,37,9/4/2016,9/10/2016,116752,2469
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,39,9/18/2016,9/24/2016,13033,328
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,9,2/21/2016,2/27/2016,287895,6009
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,19,5/1/2016,5/7/2016,2357,40
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,23,5/29/2016,6/4/2016,1401,32
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,7,2/7/2016,2/13/2016,1782,34
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,32,7/31/2016,8/6/2016,2140,48
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,32,7/31/2016,8/6/2016,12783,297
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,52,12/18/2016,12/24/2016,12939,322
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,39,9/18/2016,9/24/2016,4252,99
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,2,1/3/2016,1/9/2016,386,6
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,11,3/6/2016,3/12/2016,14844,715
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,40,9/25/2016,10/1/2016,237954,5371
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,18,4/24/2016,4/30/2016,284654,7277
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,26,6/19/2016,6/25/2016,13505,609
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,5,1/24/2016,1/30/2016,356,8
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,6,1/31/2016,2/6/2016,1289,35
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,3,1/10/2016,1/16/2016,280819,8217
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,27,6/26/2016,7/2/2016,75804,1819
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,27,6/26/2016,7/2/2016,2916,75
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,17,4/17/2016,4/23/2016,2121,50
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,44,10/23/2016,10/29/2016,58593,1314
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,24,6/5/2016,6/11/2016,10507,245
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,19,5/1/2016,5/7/2016,16576,328
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,8,2/14/2016,2/20/2016,1847,45
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,1,1/1/2016,1/2/2016,1804,163
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,53,12/25/2016,12/31/2016,16235,416
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,33,8/7/2016,8/13/2016,20679,487
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,27,6/26/2016,7/2/2016,56070,1468
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,29,7/10/2016,7/16/2016,5652,116
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,41,10/2/2016,10/8/2016,126622,3103
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,5,1/24/2016,1/30/2016,9088,237
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,34,8/14/2016,8/20/2016,5574,95
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,38,9/11/2016,9/17/2016,77331,1755
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,3,1/10/2016,1/16/2016,15229,742
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,12,3/13/2016,3/19/2016,2173,43
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,10,2/28/2016,3/5/2016,2324,39
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,42,10/9/2016,10/15/2016,15317,358
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,31,7/24/2016,7/30/2016,5109,101
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,43,10/16/2016,10/22/2016,55125,1311
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,21,5/15/2016,5/21/2016,1179,30
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,32,7/31/2016,8/6/2016,10789,300
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,13,3/20/2016,3/26/2016,1043,31
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,17,4/17/2016,4/23/2016,62642,1465
B02404,2,WOODSIDE CAR & LIMO INC.,UBER-KUCHEN LLC,2016,6,1/31/2016,2/6/2016,1,1
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,21,5/15/2016,5/21/2016,137007,2949
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,33,8/7/2016,8/13/2016,18286,394
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,37,9/4/2016,9/10/2016,3842,70
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,22,5/22/2016,5/28/2016,125166,2989
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,2,1/3/2016,1/9/2016,1999,56
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,28,7/3/2016,7/9/2016,5598,118
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,52,12/18/2016,12/24/2016,49086,1227
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,14,3/27/2016,4/2/2016,4437,102
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,5,1/24/2016,1/30/2016,935,16
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,4,1/17/2016,1/23/2016,552,15
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,44,10/23/2016,10/29/2016,13348,303
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,25,6/12/2016,6/18/2016,1711,38
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,45,10/30/2016,11/5/2016,13201,333
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,15,4/3/2016,4/9/2016,54843,1138
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,21,5/15/2016,5/21/2016,16147,667
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,16,4/10/2016,4/16/2016,15442,323
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,25,6/12/2016,6/18/2016,1825,42
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,34,8/14/2016,8/20/2016,56039,1350
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,31,7/24/2016,7/30/2016,13240,582
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,4,1/17/2016,1/23/2016,526,12
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,39,9/18/2016,9/24/2016,74666,1733
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,11,3/6/2016,3/12/2016,64178,1510
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,38,9/11/2016,9/17/2016,334292,8873
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,51,12/11/2016,12/17/2016,126384,2333
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,45,10/30/2016,11/5/2016,12032,295
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,25,6/12/2016,6/18/2016,118766,2467
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,39,9/18/2016,9/24/2016,3259,71
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,40,9/25/2016,10/1/2016,12568,297
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,24,6/5/2016,6/11/2016,254477,5206
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,28,7/3/2016,7/9/2016,259680,7192
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,22,5/22/2016,5/28/2016,9829,542
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,53,12/25/2016,12/31/2016,12730,306
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,38,9/11/2016,9/17/2016,14972,277
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,40,9/25/2016,10/1/2016,54138,1325
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,44,10/23/2016,10/29/2016,17870,360
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,31,7/24/2016,7/30/2016,3695,71
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,35,8/21/2016,8/27/2016,50136,1159
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,40,9/25/2016,10/1/2016,4327,91
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,43,10/16/2016,10/22/2016,11831,291
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,51,12/11/2016,12/17/2016,254039,4782
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,38,9/11/2016,9/17/2016,108814,2472
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,3,1/10/2016,1/16/2016,7141,216
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,36,8/28/2016,9/3/2016,16285,389
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,6,1/31/2016,2/6/2016,1971,37
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,23,5/29/2016,6/4/2016,1651,37
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,48,11/20/2016,11/26/2016,101597,2309
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,49,11/27/2016,12/3/2016,13677,328
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,41,10/2/2016,10/8/2016,52966,1371
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,24,6/5/2016,6/11/2016,77598,1639
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,43,10/16/2016,10/22/2016,79919,1764
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,5,1/24/2016,1/30/2016,534,16
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,33,8/7/2016,8/13/2016,2170,45
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,7,2/7/2016,2/13/2016,5130,115
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,12,3/13/2016,3/19/2016,1353,24
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,35,8/21/2016,8/27/2016,106034,2386
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,26,6/19/2016,6/25/2016,1964,48
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,33,8/7/2016,8/13/2016,80211,1709
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,4,1/17/2016,1/23/2016,1290,34
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,34,8/14/2016,8/20/2016,13772,308
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,49,11/27/2016,12/3/2016,110848,2313
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,29,7/10/2016,7/16/2016,16451,387
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,20,5/8/2016,5/14/2016,9716,201
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,19,5/1/2016,5/7/2016,2413,43
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,26,6/19/2016,6/25/2016,9653,244
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,7,2/7/2016,2/13/2016,14213,306
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,14,3/27/2016,4/2/2016,1474,32
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,43,10/16/2016,10/22/2016,27062,605
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,22,5/22/2016,5/28/2016,111729,2475
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,28,7/3/2016,7/9/2016,124670,3039
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,33,8/7/2016,8/13/2016,7476,129
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,11,3/6/2016,3/12/2016,21732,505
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,31,7/24/2016,7/30/2016,1933,39
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,50,12/4/2016,12/10/2016,12018,460
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,23,5/29/2016,6/4/2016,125485,3005
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,16,4/10/2016,4/16/2016,1280,29
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,19,5/1/2016,5/7/2016,1229,22
